case,run,VB,time,DOC,feed,material,cut_no,tool_class,window_start,window_end
8,4,0.32,17,0.75,0.25,2,123,1,4160,8960
7,7,0.32,20,0.75,0.25,2,119,1,4480,8960
8,6,0.41,16,0.75,0.25,2,123,1,4160,8960
8,5,0.40,17,0.75,0.25,2,123,1,4160,8960
2,9,,21,1.45,0.48,1,9,1,2616,7216
8,4,0.37,9,0.75,0.50,2,126,1,2496,6720
6,5,,17,1.29,0.50,1,21,1,2496,6971
8,5,0.46,9,0.75,0.50,2,128,1,2496,6720
8,6,0.47,10,0.75,0.50,2,129,1,2496,6720
13,8,0.40,18,0.75,0.25,2,135,1,4160,8960
13,7,0.36,18,0.75,0.25,2,135,1,4160,8960
13,9,0.52,24,0.75,0.25,2,137,1,4160,8960
13,9,0.54,25,0.75,0.25,2,137,1,4160,8960
13,10,0.56,28,0.75,0.25,2,138,1,4160,8960
14,5,0.50,9,0.93,0.50,2,149,1,2496,6720
2,7,,17,1.29,0.50,1,29,1,2496,6839
14,7,0.41,16,0.75,0.50,2,150,1,2496,6464
14,7,0.46,15,0.75,0.50,2,150,1,2496,6464
15,3,0.38,7,1.50,0.25,2,157,1,4160,8960
15,3,0.37,7,1.50,0.25,2,157,1,4160,8960
15,5,0.32,13,1.32,0.25,2,158,1,4160,8960
9,6,0.43,20,0.95,0.25,2,136,1,4480,8960
16,3,0.24,4,1.50,0.50,2,163,1,2496,6720
2,9,,6,1.50,0.50,1,72,1,2496,6973
16,4,0.24,5,1.50,0.50,2,164,1,2496,6720
16,5,0.53,9,1.50,0.50,2,166,1,2496,6720
1,7,0.21,17,1.50,0.50,1,5,1,2496,6976
1,10,0.36,29,1.50,0.50,1,7,1,2496,6976
1,8,0.29,22,1.50,0.50,1,7,1,2496,6976
1,7,0.27,23,1.50,0.50,1,6,1,2496,6976
1,12,0.42,31,1.50,0.50,1,9,1,2496,6976
1,11,0.36,31,1.50,0.50,1,9,1,2496,6976
1,13,0.42,37,1.50,0.50,1,12,1,2496,6976
1,13,0.41,37,1.50,0.50,1,12,1,2496,6976
1,14,0.45,44,1.50,0.50,1,14,1,2496,6976
1,14,0.46,39,1.50,0.50,1,13,1,2496,6976
1,11,,30,1.50,0.50,1,8,1,2496,6976
1,13,0.42,49,1.15,0.50,1,22,1,2496,6976
2,9,0.26,39,0.75,0.50,1,25,1,2496,6976
2,10,0.28,39,0.75,0.50,1,25,1,2496,6976
2,11,0.35,63,0.75,0.40,1,32,1,3520,8279
1,14,0.48,47,1.19,0.50,1,24,1,2496,6976
2,13,0.43,61,0.75,0.50,1,29,1,2496,6976
1,14,0.47,47,1.01,0.50,1,23,1,2496,6976
2,12,0.45,68,0.75,0.50,1,26,1,3520,8000
3,8,0.22,38,0.75,0.25,1,37,1,3520,8960
3,8,0.22,38,0.75,0.25,1,37,1,3520,8960
3,13,0.36,69,0.75,0.25,1,41,1,4480,8960
3,9,0.24,50,0.75,0.25,1,38,1,3520,8960
3,12,0.28,59,0.75,0.25,1,40,1,4160,8960
3,12,0.32,62,0.75,0.25,1,41,1,4160,8960
6,11,0.35,47,0.75,0.25,2,100,1,4480,8960
3,15,0.52,74,0.75,0.25,1,43,1,4480,8960
3,16,0.49,70,0.75,0.25,1,44,1,4480,8960
10,4,0.24,19,1.50,0.25,1,65,1,4160,8960
4,4,0.36,22,1.50,0.25,1,49,1,4160,8960
4,4,0.33,23,1.50,0.25,1,49,1,4160,8960
10,6,0.42,34,1.50,0.25,1,65,1,4160,8960
4,5,0.37,25,1.50,0.25,1,50,1,4160,8960
11,7,0.26,29,0.87,0.50,1,91,1,2496,6720
10,7,0.28,29,0.87,0.50,1,89,1,2496,6720
9,6,0.46,34,1.50,0.50,1,57,1,2496,6720
9,7,0.44,33,1.50,0.50,1,58,1,2496,6720
5,5,0.27,22,1.50,0.25,1,53,1,4160,8960
10,7,0.42,35,1.50,0.25,1,67,1,4160,8960
10,7,0.38,26,1.50,0.25,1,67,1,4160,8960
10,7,0.40,27,1.50,0.25,1,67,1,4160,8960
10,10,0.30,45,1.15,0.25,1,79,1,4160,8960
11,11,0.20,39,0.75,0.25,1,81,1,4160,8960
11,13,0.26,51,0.75,0.25,1,83,1,4160,8960
11,11,0.20,40,0.75,0.25,1,81,1,4160,8960
1,9,,25,1.42,0.50,1,13,1,2613,7817
11,12,0.25,52,0.75,0.25,1,83,1,4160,8960
11,17,0.41,75,0.75,0.25,1,88,1,4160,8960
1,7,,31,1.47,0.50,1,7,1,2511,7091
11,18,0.44,72,0.75,0.25,1,88,1,4160,8960
11,20,0.56,84,0.75,0.25,1,90,1,4160,8960
11,20,0.58,93,0.75,0.25,1,91,1,4160,8960
11,19,0.56,89,0.75,0.25,1,91,1,4160,8960
11,20,0.59,89,0.75,0.25,1,91,1,4160,8960
12,9,0.29,30,0.75,0.50,1,102,1,2496,6720
12,11,0.38,37,0.75,0.50,1,104,1,2496,6720
12,11,0.40,43,0.75,0.50,1,104,1,2496,6720
3,9,,23,1.47,0.50,1,8,1,2496,6920
12,10,0.39,49,0.75,0.50,1,103,1,2496,6685
12,11,0.55,53,0.75,0.50,1,106,1,2496,6200
12,10,0.46,54,0.75,0.50,1,106,1,2496,6720
12,13,0.50,61,0.75,0.50,1,106,1,2496,6720
12,12,0.55,55,0.75,0.50,1,106,1,2496,6464
5,5,0.33,10,1.50,0.50,1,104,1,2496,6976
4,6,0.33,18,1.15,0.50,1,102,1,2496,6976
5,4,0.44,6,1.50,0.50,2,111,1,2496,6976
10,4,0.40,18,0.75,0.25,2,127,1,4160,8960
7,8,0.28,31,0.75,0.25,1,115,1,4480,8960
9,5,0.38,18,0.75,0.25,2,127,1,4160,8960
9,6,0.39,17,0.75,0.25,2,127,1,4160,8960
1,6,,18,1.28,0.50,1,6,1,2514,7153
11,3,0.29,8,0.75,0.50,2,127,1,2496,6720
1,9,,24,1.40,0.50,1,16,1,2496,6867
8,5,0.37,9,0.75,0.50,2,127,1,2496,6720
8,5,0.48,11,0.75,0.50,2,129,1,2496,6720
13,8,0.40,18,0.75,0.25,2,135,1,4160,8960
10,7,0.43,19,0.75,0.25,2,134,1,4160,8960
13,10,0.56,28,0.75,0.25,2,138,1,4160,8960
13,9,0.51,24,0.75,0.25,2,137,1,4160,8960
13,9,0.53,24,0.75,0.25,2,137,1,4160,8960
14,4,0.37,8,1.03,0.50,2,152,1,2496,6720
2,8,,23,1.40,0.50,1,8,1,2496,6882
12,9,0.37,51,0.75,0.50,1,121,1,2496,6464
14,8,0.50,15,0.75,0.50,2,151,1,2496,6464
15,4,0.41,11,1.50,0.25,2,157,1,4160,8960
15,4,0.31,13,1.41,0.25,2,157,1,4160,8960
15,5,0.37,11,1.50,0.25,2,158,1,4160,8960
7,8,0.45,45,0.77,0.25,2,96,1,4480,8960
16,4,0.27,6,1.50,0.50,2,165,1,2496,6720
1,7,,15,1.50,0.50,1,15,1,2496,6974
8,6,0.52,12,0.99,0.50,2,135,1,2496,6720
16,4,0.44,8,1.50,0.50,2,165,1,2496,6720
1,6,0.20,16,1.50,0.50,1,5,1,2496,6976
1,7,0.27,23,1.50,0.50,1,7,1,2496,6976
1,8,0.29,22,1.50,0.50,1,7,1,2496,6976
1,7,0.27,23,1.50,0.50,1,6,1,2496,6976
1,11,0.39,31,1.50,0.50,1,9,1,2496,6976
1,11,0.41,32,1.50,0.50,1,9,1,2496,6976
1,13,0.41,37,1.50,0.50,1,12,1,2496,6976
1,13,0.47,39,1.50,0.50,1,13,1,2496,6976
1,16,0.45,46,1.50,0.50,1,14,1,2496,6976
1,16,0.46,46,1.50,0.50,1,15,1,2496,6976
1,10,,24,1.50,0.50,1,8,1,2496,6976
1,16,0.48,44,1.50,0.50,1,14,1,2496,6976
2,9,0.26,38,0.75,0.50,1,25,1,2496,6976
2,9,0.26,38,0.75,0.50,1,25,1,2496,6976
3,9,0.37,61,0.75,0.38,1,31,1,3520,8291
2,13,0.45,57,0.75,0.50,1,28,1,2496,6976
2,13,0.43,61,0.75,0.50,1,29,1,2496,6976
1,14,0.47,49,1.31,0.50,1,24,1,2496,6976
2,13,0.54,60,0.75,0.50,1,27,1,3520,8000
3,7,0.21,37,0.75,0.25,1,36,1,3520,8960
3,8,0.23,39,0.75,0.25,1,37,1,3520,8960
3,13,0.29,66,0.75,0.25,1,39,1,4480,8960
3,10,0.23,50,0.75,0.25,1,39,1,3520,8960
3,12,0.32,61,0.75,0.25,1,41,1,4160,8960
3,12,0.32,61,0.75,0.25,1,41,1,4160,8960
3,15,0.40,70,0.75,0.25,1,43,1,4480,8960
3,15,0.46,71,0.75,0.25,1,43,1,4480,8960
3,15,0.45,75,0.75,0.25,1,43,1,4480,8960
5,4,0.31,20,1.50,0.25,1,49,1,4160,8960
4,4,0.34,22,1.50,0.25,1,49,1,4160,8960
4,5,0.35,25,1.50,0.25,1,49,1,4160,8960
4,6,0.33,23,1.50,0.25,1,49,1,4160,8960
4,5,0.35,25,1.50,0.25,1,50,1,4160,8960
9,6,0.45,29,1.50,0.50,1,58,1,2496,6720
9,6,0.40,27,1.50,0.50,1,57,1,2496,6720
9,6,0.42,34,1.50,0.50,1,58,1,2496,6720
9,6,0.47,34,1.50,0.50,1,58,1,2496,6720
10,7,0.35,26,1.50,0.25,1,66,1,4160,8960
10,6,0.39,27,1.50,0.25,1,66,1,4160,8960
10,7,0.38,27,1.50,0.25,1,66,1,4160,8960
10,8,0.52,45,1.50,0.25,1,68,1,4160,8960
10,7,0.46,43,1.50,0.25,1,67,1,4160,8960
11,12,0.20,40,0.75,0.25,1,81,1,4160,8960
10,11,0.24,45,1.08,0.25,1,79,1,4160,8960
11,13,0.28,57,0.75,0.25,1,85,1,4160,8960
1,10,,22,1.33,0.47,1,10,1,2808,7243
11,13,0.26,56,0.75,0.25,1,85,1,4160,8960
11,18,0.41,71,0.75,0.25,1,87,1,4160,8960
1,10,,37,1.48,0.50,1,5,1,2496,7130
11,18,0.42,72,0.75,0.25,1,88,1,4160,8960
11,20,0.56,83,0.75,0.25,1,90,1,4160,8960
11,20,0.57,85,0.75,0.25,1,91,1,4160,8960
11,20,0.65,93,0.75,0.25,1,91,1,4160,8960
11,20,0.60,93,0.75,0.25,1,91,1,4160,8960
12,8,0.27,31,0.75,0.50,1,101,1,2496,6720
12,12,0.49,38,0.75,0.50,1,104,1,2496,6720
12,10,0.33,42,0.75,0.50,1,102,1,2496,6720
1,9,,28,1.35,0.50,1,23,1,2496,6964
12,9,0.40,48,0.75,0.50,1,104,1,2496,6464
13,11,0.43,52,0.75,0.50,1,105,1,2496,5881
12,14,0.51,63,0.75,0.50,1,106,1,2496,6720
12,13,0.50,63,0.75,0.50,1,106,1,2496,6720
12,12,0.38,58,0.75,0.50,1,108,1,2496,6464
5,5,0.43,9,1.50,0.50,2,112,1,2496,6976
5,4,0.45,8,1.50,0.50,2,112,1,2496,6976
5,4,0.52,8,1.50,0.50,2,112,1,2496,6976
8,6,0.36,17,0.75,0.25,2,123,1,4160,8960
7,7,0.35,19,1.21,0.25,1,119,1,4480,8960
9,6,0.38,17,0.75,0.25,2,127,1,4160,8960
10,5,0.38,18,0.75,0.25,2,126,1,4160,8960
1,6,,22,1.16,0.50,1,7,1,2669,7032
11,3,0.29,8,0.75,0.50,2,127,1,2496,6720
1,10,,25,1.16,0.50,1,23,1,2496,6932
8,5,0.37,9,0.75,0.50,2,127,1,2496,6720
8,5,0.47,12,0.75,0.50,2,129,1,2496,6720
13,9,0.39,19,0.75,0.25,2,135,1,4160,8960
13,8,0.42,20,0.75,0.25,2,136,1,4160,8960
13,9,0.53,25,0.75,0.25,2,137,1,4160,8960
13,9,0.53,25,0.75,0.25,2,137,1,4160,8960
13,9,0.57,25,0.75,0.25,2,137,1,4160,8960
16,3,0.24,5,1.41,0.50,2,163,1,2496,6720
2,8,,25,1.43,0.50,1,9,1,2496,6880
12,7,0.35,51,0.75,0.50,1,150,1,2496,6464
13,7,0.38,47,0.75,0.50,2,150,1,2496,6464
15,3,0.37,6,1.50,0.25,2,156,1,4160,8960
15,5,0.31,12,1.50,0.25,2,158,1,4160,8960
15,4,0.33,12,1.43,0.25,2,158,1,4160,8960
7,7,0.39,23,0.76,0.25,1,115,1,4480,8960
16,4,0.24,5,1.50,0.50,2,164,1,2496,6720
2,7,,17,1.50,0.50,1,13,1,2496,6976
16,3,0.24,5,1.44,0.50,2,163,1,2496,6720
16,5,0.43,7,1.50,0.50,2,165,1,2496,6720
1,6,0.20,16,1.50,0.50,1,5,1,2496,6976
1,10,0.34,30,1.50,0.50,1,7,1,2496,6976
1,7,0.27,23,1.50,0.50,1,7,1,2496,6976
1,7,0.28,22,1.50,0.50,1,7,1,2496,6976
1,11,0.42,31,1.50,0.50,1,9,1,2496,6976
1,11,0.37,32,1.50,0.50,1,11,1,2496,6976
1,13,0.41,36,1.50,0.50,1,12,1,2496,6976
1,13,0.41,36,1.50,0.50,1,12,1,2496,6976
1,14,0.45,42,1.50,0.50,1,13,1,2496,6976
1,13,0.43,38,1.50,0.50,1,12,1,2496,6976
1,9,,20,1.50,0.50,1,8,1,2496,6976
1,13,0.45,49,1.14,0.50,1,23,1,2496,6976
2,9,0.26,39,0.75,0.50,1,25,1,2496,6976
2,10,0.27,39,0.75,0.50,1,25,1,2496,6976
2,13,0.45,72,0.75,0.47,1,30,1,3520,8051
1,15,0.42,48,1.18,0.50,1,23,1,2496,6976
2,13,0.45,58,0.75,0.50,1,28,1,2496,6976
1,15,0.44,48,1.11,0.50,1,23,1,2496,6976
2,11,0.46,58,0.75,0.50,1,27,1,3520,8013
3,8,0.22,47,0.75,0.25,1,37,1,3520,8960
3,7,0.20,33,0.75,0.25,1,36,1,3520,8960
3,16,0.42,70,0.75,0.25,1,41,1,4480,8960
3,10,0.24,48,0.75,0.25,1,38,1,3520,8960
4,5,0.33,26,1.47,0.25,1,49,1,4160,8960
4,8,0.39,37,1.16,0.25,1,47,1,4160,8960
7,7,0.27,21,0.75,0.25,1,119,1,4480,8960
3,16,0.46,71,0.75,0.25,1,44,1,4480,8960
3,15,0.45,70,0.75,0.25,1,43,1,4480,8960
10,5,0.24,20,1.50,0.25,1,63,1,4160,8960
4,4,0.34,23,1.50,0.25,1,49,1,4160,8960
4,4,0.39,23,1.50,0.25,1,49,1,4160,8960
10,7,0.38,27,1.50,0.25,1,65,1,4160,8960
4,5,0.35,25,1.50,0.25,1,49,1,4160,8960
11,7,0.24,30,0.87,0.50,1,91,1,2496,6720
10,7,0.23,30,0.81,0.50,1,97,1,2496,6720
9,7,0.35,32,1.50,0.50,1,58,1,2496,6720
9,8,0.57,36,1.50,0.50,1,58,1,2496,6720
4,4,0.34,23,1.50,0.25,1,50,1,4160,8960
10,7,0.44,37,1.50,0.25,1,67,1,4160,8960
10,7,0.38,26,1.50,0.25,1,66,1,4160,8960
10,7,0.42,27,1.50,0.25,1,67,1,4160,8960
11,11,0.26,45,0.77,0.25,1,82,1,4160,8960
10,10,0.30,45,1.13,0.25,1,78,1,4160,8960
11,13,0.26,50,0.75,0.25,1,83,1,4160,8960
11,12,0.20,39,0.75,0.25,1,81,1,4160,8960
1,8,,22,1.45,0.50,1,7,1,2620,6988
11,13,0.26,51,0.75,0.25,1,84,1,4160,8960
11,18,0.41,74,0.75,0.25,1,88,1,4160,8960
1,7,,28,1.48,0.50,1,6,1,2514,7015
11,17,0.41,74,0.75,0.25,1,88,1,4160,8960
11,20,0.59,84,0.75,0.25,1,91,1,4160,8960
11,21,0.62,93,0.75,0.25,1,91,1,4160,8960
11,20,0.59,87,0.75,0.25,1,91,1,4160,8960
11,21,0.65,93,0.75,0.25,1,91,1,4160,8960
11,7,0.25,29,0.86,0.50,1,93,1,2496,6720
12,9,0.28,34,0.75,0.50,1,102,1,2496,6720
12,13,0.49,62,0.75,0.50,1,105,1,2496,6720
2,7,,15,1.50,0.50,1,7,1,2496,6924
12,10,0.41,49,0.75,0.50,1,103,1,2496,6687
14,9,0.54,18,0.75,0.50,2,149,1,2496,6450
12,13,0.47,60,0.75,0.50,1,106,1,2496,6720
12,13,0.50,62,0.75,0.50,1,106,1,2496,6720
12,12,0.47,53,0.75,0.50,1,105,1,2496,6464
5,4,0.49,9,1.50,0.50,2,112,1,2496,6976
4,6,0.33,21,1.07,0.50,1,101,1,2496,6976
5,4,0.37,6,1.50,0.50,2,111,1,2496,6976
10,4,0.41,18,0.75,0.25,2,127,1,4160,8960
7,8,0.28,31,0.75,0.25,1,115,1,4480,8960
8,6,0.38,16,0.75,0.25,2,124,1,4160,8960
12,7,0.35,17,0.75,0.25,2,135,1,4160,8960
1,9,,24,1.48,0.50,1,7,1,2529,7184
11,3,0.31,9,0.75,0.50,2,127,1,2496,6720
1,10,,29,1.44,0.50,1,16,1,2496,6959
8,5,0.41,9,0.75,0.50,2,127,1,2496,6720
8,4,0.44,9,0.75,0.50,2,127,1,2496,6720
13,9,0.53,25,0.75,0.25,2,137,1,4160,8960
9,7,0.42,19,0.75,0.25,2,133,1,4160,8960
13,9,0.55,25,0.75,0.25,2,138,1,4160,8960
13,9,0.49,23,0.75,0.25,2,136,1,4160,8960
13,9,0.53,25,0.75,0.25,2,137,1,4160,8960
15,4,0.31,8,1.45,0.50,2,155,1,2496,6720
1,8,,22,1.50,0.50,1,9,1,2496,6964
12,12,0.40,59,0.75,0.50,1,108,1,2496,6464
14,8,0.44,21,0.75,0.50,2,151,1,2496,6464
15,4,0.39,13,1.33,0.25,2,157,1,4160,8960
15,5,0.38,13,1.49,0.25,2,158,1,4160,8960
15,5,0.31,12,1.50,0.25,2,158,1,4160,8960
6,8,0.44,53,0.76,0.25,1,94,1,4480,8960
16,4,0.40,8,1.50,0.50,2,165,1,2496,6720
2,7,,19,1.50,0.50,1,6,1,2496,6976
8,6,0.51,11,0.88,0.50,2,137,1,2496,6720
16,4,0.25,6,1.50,0.50,2,164,1,2496,6720
9,9,0.81,46,1.48,0.50,1,62,2,2113,6464
10,10,0.70,50,1.27,0.25,1,70,2,4580,8960
11,22,0.76,105,0.75,0.25,1,93,2,4160,8960
7,9,0.75,16,1.48,0.50,2,125,2,2496,6634
13,11,0.78,32,0.79,0.25,2,140,2,4160,8960
13,12,0.93,35,0.75,0.25,2,141,2,4160,8960
13,13,1.05,38,0.75,0.25,2,142,2,4160,8960
13,14,1.43,42,0.75,0.25,2,143,2,4160,8960
13,15,1.53,44,0.75,0.25,2,144,2,4160,8960
14,9,0.90,23,0.75,0.50,2,152,2,2496,6464
14,10,1.14,24,0.75,0.50,2,152,2,2496,6464
15,7,0.99,20,1.40,0.25,2,160,2,4160,8960
11,9,0.81,30,0.97,0.50,1,113,2,2299,6464
11,12,0.77,45,1.00,0.25,2,80,2,4335,8960
11,18,0.97,102,0.75,0.25,1,99,2,4160,8960
11,10,0.93,22,1.15,0.26,2,138,2,3492,8230
15,9,0.70,29,1.02,0.25,2,141,2,4160,8960
13,12,0.98,35,0.75,0.25,2,141,2,4160,8960
13,13,1.17,41,0.75,0.25,2,143,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.48,37,0.75,0.25,2,143,2,4160,8960
12,9,0.81,43,1.31,0.50,2,127,2,2155,6464
11,9,1.06,19,0.98,0.50,2,129,2,2496,6518
15,8,1.12,26,1.04,0.25,2,152,2,4160,8960
9,9,0.81,44,1.36,0.50,1,95,2,2133,6464
11,11,0.72,38,1.00,0.25,1,80,2,4334,8960
11,19,0.81,105,0.75,0.25,1,95,2,4160,8960
8,9,0.76,27,1.11,0.50,2,111,2,2373,6552
13,13,1.40,34,0.75,0.25,2,141,2,4160,8960
13,12,0.93,34,0.75,0.25,2,141,2,4160,8960
13,13,1.08,39,0.75,0.25,2,143,2,4160,8960
13,14,1.16,40,0.75,0.25,2,143,2,4160,8960
13,14,1.49,41,0.75,0.25,2,143,2,4160,8960
12,9,0.81,29,0.96,0.50,2,139,2,2323,6465
13,10,1.14,21,0.77,0.50,2,137,2,2496,6474
15,8,0.84,24,1.05,0.25,2,151,2,4160,8960
12,9,0.81,37,1.23,0.50,2,130,2,2205,6464
11,11,0.78,45,0.91,0.25,2,84,2,4334,8960
13,16,0.99,68,0.75,0.25,2,134,2,4160,8960
13,9,0.90,23,1.10,0.26,2,140,2,3563,8369
15,11,0.71,29,0.92,0.25,2,140,2,4160,8960
13,13,1.02,39,0.75,0.25,2,142,2,4160,8960
13,14,1.19,41,0.75,0.25,2,143,2,4160,8960
13,14,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.37,37,0.75,0.25,2,143,2,4160,8960
11,9,0.81,34,1.28,0.50,2,127,2,2163,6464
14,9,1.13,19,0.88,0.50,2,137,2,2496,6494
15,7,1.03,20,1.38,0.25,2,160,2,4160,8960
9,9,0.81,45,1.39,0.50,1,81,2,2123,6464
10,17,0.71,94,1.01,0.25,1,73,2,4335,8960
11,20,0.78,105,0.75,0.25,1,93,2,4160,8960
9,9,0.84,18,1.33,0.50,2,134,2,2496,6555
13,12,0.98,33,0.75,0.25,2,140,2,4160,8960
13,12,0.95,35,0.75,0.25,2,141,2,4160,8960
13,13,1.03,39,0.75,0.25,2,142,2,4160,8960
13,14,1.46,41,0.75,0.25,2,143,2,4160,8960
13,14,1.49,42,0.75,0.25,2,144,2,4160,8960
14,9,1.02,19,0.78,0.50,2,148,2,2496,6465
14,10,1.14,22,0.77,0.50,2,143,2,2496,6469
15,8,0.70,23,1.09,0.25,2,151,2,4160,8960
12,9,0.81,29,0.93,0.50,2,136,2,2307,6464
11,11,0.77,45,0.97,0.25,2,81,2,4334,8960
13,16,0.99,69,0.75,0.25,2,135,2,4160,8960
12,10,1.11,25,0.88,0.25,2,138,2,3611,8369
15,10,0.70,29,1.00,0.25,2,141,2,4160,8960
13,13,1.01,37,0.75,0.25,2,142,2,4160,8960
13,13,1.17,41,0.75,0.25,2,143,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.36,37,0.75,0.25,2,143,2,4160,8960
11,9,0.81,44,1.31,0.50,2,126,2,2154,6464
13,9,1.12,19,0.86,0.50,2,130,2,2496,6496
15,8,1.12,25,1.04,0.25,2,151,2,4160,8960
12,9,0.81,44,1.33,0.50,2,123,2,2154,6464
13,11,0.80,37,0.93,0.25,2,135,2,4211,8960
11,18,0.90,104,0.75,0.25,1,98,2,4160,8960
9,9,0.76,28,1.02,0.50,2,112,2,2347,6541
13,13,1.14,35,0.75,0.25,2,141,2,4160,8960
13,12,0.96,34,0.83,0.25,2,141,2,4160,8960
13,13,1.08,39,0.75,0.25,2,143,2,4160,8960
13,14,1.11,39,0.75,0.25,2,143,2,4160,8960
13,14,1.17,40,0.75,0.25,2,143,2,4160,8960
12,9,0.81,37,1.23,0.50,2,129,2,2197,6464
13,9,1.12,20,0.90,0.50,2,130,2,2496,6496
15,8,0.81,24,1.10,0.25,2,154,2,4160,8960
12,9,0.81,29,0.94,0.50,2,135,2,2316,6464
13,11,0.89,64,0.86,0.25,2,118,2,4174,8960
13,15,1.43,50,0.75,0.25,2,135,2,4160,8960
14,10,0.90,27,1.08,0.25,2,141,2,4066,8369
14,12,0.85,33,0.91,0.25,2,140,2,4160,8960
13,13,1.06,39,0.75,0.25,2,142,2,4160,8960
13,14,1.22,41,0.75,0.25,2,143,2,4160,8960
13,13,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.32,38,0.75,0.25,2,142,2,4160,8960
12,9,0.81,39,1.26,0.50,1,125,2,2183,6464
11,9,0.98,19,1.24,0.50,2,136,2,2492,6533
15,7,0.99,26,1.08,0.25,2,159,2,4160,8960
9,9,0.81,45,1.42,0.50,1,71,2,2117,6464
11,11,0.72,47,1.04,0.25,1,78,2,4455,8960
11,21,0.76,105,0.75,0.25,1,93,2,4160,8960
8,9,0.79,17,1.40,0.50,2,127,2,2496,6588
13,12,0.97,33,0.75,0.25,2,140,2,4160,8960
13,12,1.08,35,0.75,0.25,2,141,2,4160,8960
13,13,1.05,39,0.75,0.25,2,142,2,4160,8960
13,14,1.45,41,0.75,0.25,2,143,2,4160,8960
13,15,1.51,43,0.75,0.25,2,144,2,4160,8960
14,10,0.91,22,0.76,0.50,2,150,2,2496,6464
14,10,1.06,22,0.76,0.50,2,150,2,2496,6464
15,7,0.79,22,1.32,0.25,2,156,2,4160,8960
11,9,0.81,29,0.94,0.50,2,132,2,2303,6464
11,11,0.76,45,1.00,0.25,1,80,2,4335,8960
11,20,0.94,103,0.75,0.25,1,95,2,4160,8960
13,10,0.72,24,1.08,0.26,2,138,2,3564,8352
15,10,0.71,29,0.99,0.25,2,140,2,4160,8960
13,13,0.99,37,0.75,0.25,2,141,2,4160,8960
13,13,1.17,41,0.75,0.25,2,143,2,4160,8960
13,14,1.11,39,0.75,0.25,2,143,2,4160,8960
13,14,1.39,37,0.75,0.25,2,143,2,4160,8960
11,9,0.81,41,1.31,0.50,2,127,2,2156,6464
11,9,1.12,19,0.94,0.50,2,129,2,2496,6511
15,8,1.12,25,1.04,0.25,2,152,2,4160,8960
9,9,0.81,44,1.39,0.50,1,86,2,2123,6464
11,13,0.76,51,1.00,0.25,1,75,2,4334,8960
11,19,0.90,104,0.75,0.25,1,96,2,4160,8960
9,9,0.76,29,0.98,0.50,2,114,2,2349,6541
13,13,1.29,34,0.75,0.25,2,141,2,4160,8960
13,12,0.93,34,0.89,0.25,2,141,2,4160,8960
13,13,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.12,39,0.75,0.25,2,143,2,4160,8960
13,13,1.23,41,0.75,0.25,2,143,2,4160,8960
11,9,0.81,29,1.00,0.50,2,128,2,2331,6480
14,9,1.00,21,0.77,0.50,2,149,2,2496,6469
15,8,0.90,24,1.05,0.25,2,151,2,4160,8960
11,9,0.81,30,0.98,0.50,1,115,2,2297,6464
11,11,0.76,39,0.99,0.25,2,80,2,4334,8960
13,15,0.95,67,0.77,0.25,2,134,2,4168,8960
14,9,0.89,27,1.08,0.25,2,141,2,4066,8369
13,11,0.83,32,0.86,0.25,2,140,2,4160,8960
13,13,1.06,39,0.75,0.25,2,142,2,4160,8960
13,14,1.19,41,0.75,0.25,2,143,2,4160,8960
13,14,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.36,38,0.75,0.25,2,143,2,4160,8960
11,9,0.81,37,1.28,0.50,1,126,2,2166,6464
14,10,1.14,19,0.80,0.50,2,137,2,2496,6474
15,7,1.06,22,1.25,0.25,2,160,2,4160,8960
9,9,0.81,45,1.37,0.50,1,84,2,2133,6464
10,15,0.71,93,1.01,0.25,1,73,2,4335,8960
11,20,0.79,105,0.75,0.25,1,94,2,4160,8960
10,9,0.89,19,1.20,0.50,2,131,2,2496,6535
13,12,0.93,33,0.82,0.25,2,140,2,4160,8960
13,12,0.92,35,0.75,0.25,2,141,2,4160,8960
13,13,1.06,39,0.75,0.25,2,142,2,4160,8960
13,14,1.49,41,0.75,0.25,2,143,2,4160,8960
13,14,1.33,42,0.75,0.25,2,143,2,4160,8960
14,9,1.07,21,0.80,0.50,2,148,2,2496,6469
14,10,1.09,22,0.77,0.50,2,142,2,2496,6470
15,8,0.72,24,1.05,0.25,2,151,2,4160,8960
12,9,0.81,29,0.92,0.50,2,136,2,2308,6464
11,12,0.77,45,0.98,0.25,2,80,2,4334,8960
13,16,0.98,68,0.75,0.25,2,134,2,4160,8960
13,11,0.84,27,0.99,0.25,2,139,2,4072,8927
13,11,0.78,31,0.84,0.25,2,140,2,4160,8960
13,13,1.06,38,0.75,0.25,2,142,2,4160,8960
13,13,1.38,41,0.75,0.25,2,143,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.30,37,0.75,0.25,2,142,2,4160,8960
11,9,0.81,43,1.30,0.50,2,127,2,2156,6464
